path,sentence
audios/2017/F0000000006_0087.wav,ขอรายชื่อสิบร้านเด็ดรอบจุฬา
audios/2017/F0000000006_0088.wav,ขอรายชื่อสิบเมนูเด็ดต้องโดนรอบจุฬา
audios/2017/F0000000006_0089.wav,เสือร้องไห้เจ๊อ้อยทำคนร้องไห้ไปกี่คนแล้ว
audios/2017/F0000000006_0090.wav,อยากกินฮาจิบังต้องมีเงินเท่าไร
audios/2017/F0000000006_0091.wav,ทูฟาสต์ทูสลีบไปยังไง
audios/2017/F0000000006_0092.wav,สคิปหอยูไปยังไง
audios/2017/F0000000006_0093.wav,ร้านสตาร์บัคในแอมปาร์คอยู่ชั้นไหน
audios/2017/F0000000006_0094.wav,มากินอาหารที่นี่กลับบีทีเอสสถานีอะไร
audios/2017/F0000000006_0095.wav,มากินอาหารที่นี่กลับเอมอาทีสถานีอะไร
audios/2017/F0000000006_0096.wav,มีร้านไหนมีที่จอดรถบ้าง
audios/2017/F0000000006_0097.wav,มีร้านไหนขายข้าวโพดคลุกเนยไหม
audios/2017/F0000000006_0098.wav,ระหว่างสเต็กร้านสเต็กสามย่านกับร้านทูเดย์สเต็กร้านไหนอร่อยกว่ากัน
audios/2017/F0000000006_0099.wav,ระหว่างก๋วยเตี๋ยวเรือร้านในวิศวะกับร้านในอักษรร้านไหนอร่อยกว่ากัน
audios/2017/F0000000006_0100.wav,ระหว่างส้มตำเจ๊แดงกับส้มตำเจ๊อ้อยร้านไหนอร่อยกว่ากัน
audios/2017/F0000000006_0101.wav,ระหว่างซอลบิงกับซอบิงโกร้านไหนบิงซูมะม่วงอร่อยกว่ากัน
audios/2017/F0000000007_0000.wav,โกวาจี
audios/2017/F0000000007_0001.wav,โกวาจีวันนี้ต้องทำอะไรบ้าง
audios/2017/F0000000007_0002.wav,วันนี้ต้องทำอะไรบ้าง
audios/2017/F0000000007_0003.wav,งานเยอะไหมวันนี้
audios/2017/F0000000007_0004.wav,วันนี้มีอะไรต้องทำบ้าง
audios/2017/F0000000007_0005.wav,บอกงานวันนี้หน่อย
audios/2017/F0000000007_0006.wav,วันนี้มีอะไรต้องสะสางบ้าง
audios/2017/F0000000007_0007.wav,วันนี้มีทำงานไรบ้าง
audios/2017/F0000000007_0008.wav,นอนต่อได้มั้ย
audios/2017/F0000000007_0009.wav,ง่วงจัง
audios/2017/F0000000007_0010.wav,ขออีกห้านาที
audios/2017/F0000000007_0011.wav,นอนต่ออีกห้านาที
audios/2017/F0000000007_0012.wav,อีกห้านาทีละกัน
audios/2017/F0000000007_0013.wav,อีกห้านาทีได้ไหม
audios/2017/F0000000007_0014.wav,อีกห้านาทีนะ
audios/2017/F0000000007_0015.wav,ขอนอนอีกห้านาทีนะ
audios/2017/F0000000007_0016.wav,อยากนอนต่ออีกห้านาทีอะ
audios/2017/F0000000007_0017.wav,ขออีกครึ่งชั่วโมง
audios/2017/F0000000007_0018.wav,นอนต่ออีกครึ่งชั่วโมง
audios/2017/F0000000007_0019.wav,อีกครึ่งชั่วโมงละกัน
audios/2017/F0000000007_0020.wav,อีกครึ่งชั่วโมงได้ไหม
audios/2017/F0000000007_0021.wav,อีกครึ่งชั่วโมงนะ
audios/2017/F0000000007_0022.wav,ขอนอนอีกครึ่งชั่วโมงนะ
audios/2017/F0000000007_0023.wav,อยากนอนต่ออีกครึ่งชั่วโมงอะ
audios/2017/F0000000007_0024.wav,ขออีกชั่วโมงนึงนะ
audios/2017/F0000000007_0025.wav,นอนต่ออีกชั่วโมงนึง
audios/2017/F0000000007_0026.wav,อีกชั่วโมงนึงละกัน
audios/2017/F0000000007_0027.wav,อีกชั่วโมงนึงได้ไหม
audios/2017/F0000000007_0028.wav,อีกชั่วโมงนึงนะ
audios/2017/F0000000007_0029.wav,ขอนอนอีกชั่วโมงนึงนะ
audios/2017/F0000000007_0030.wav,อยากนอนต่ออีกชั่วโมงนึงอะ
audios/2017/F0000000007_0031.wav,ไม่อยากตื่นเลยอะ
audios/2017/F0000000007_0032.wav,นอนต่ออีกหน่อยนะ
audios/2017/F0000000007_0033.wav,ขออีกแปปนึง
audios/2017/F0000000007_0034.wav,อยากนอนต่ออะ
audios/2017/F0000000007_0035.wav,เมื่อคืนนอนไม่หลับอะ
audios/2017/F0000000007_0036.wav,วันนี้ไม่รีบอีกชั่วโมงนะ
audios/2017/F0000000007_0037.wav,นอนต่อได้ไหมไม่สระผมแล้ว
audios/2017/F0000000007_0038.wav,ขี้เกียจสระผมแล้วนอนต่อนะ
audios/2017/F0000000007_0039.wav,วันนี้นอนได้ถึงกี่โมง
audios/2017/F0000000007_0040.wav,เลื่อนไปได้ถึงกี่โมง
audios/2017/F0000000007_0041.wav,ตื่นช้าสุดได้กี่โมง
audios/2017/F0000000007_0042.wav,อยากนอนต่อเยอะเยอะตื่นกี่โมงดี
audios/2017/F0000000007_0043.wav,คุยแบบเป็นกันเองก็ได้
audios/2017/F0000000007_0044.wav,คุยแบบเพื่อนกันก็ได้
audios/2017/F0000000007_0045.wav,เป็นเพื่อนเหรอคุยดีดีหน่อย
audios/2017/F0000000007_0046.wav,คุยแบบสุภาพหน่อยนะ
audios/2017/F0000000007_0047.wav,สุภาพหน่อย
audios/2017/F0000000007_0048.wav,เป็นกันเองหน่อย
audios/2017/F0000000007_0049.wav,ไม่ต้องสุภาพก็ได้นะ
audios/2017/F0000000007_0050.wav,ไม่ต้องเป็นกันเองขนาดนั้นก็ได้
audios/2017/F0000000007_0051.wav,พรุ่งนี้ปลุกเราหกโมงนะ
audios/2017/F0000000007_0052.wav,พรุ่งนี้เราต้องตื่นหกโมงนะ
audios/2017/F0000000007_0053.wav,ตื่นหกโมงนะพรุ่งนี้
audios/2017/F0000000007_0054.wav,ฉันตื่นหกโมงนะพรุ่งนี้
audios/2017/F0000000007_0055.wav,อย่าลืมปลุกตอนหกโมงนะ
audios/2017/F0000000007_0056.wav,ช่วยตั้งปลุกตอนหกโมงหน่อยนะ
audios/2017/F0000000007_0057.wav,ปลุกหกโมง
audios/2017/F0000000007_0058.wav,พรุ่งนี้ปลุกเราสิบโมงครึ่งนะ
audios/2017/F0000000007_0059.wav,พรุ่งนี้เราต้องตื่นสิบโมงครึ่งนะ
audios/2017/F0000000007_0060.wav,ตื่นสิบโมงครึ่งนะพรุ่งนี้
audios/2017/F0000000007_0061.wav,ฉันตื่นสิบโมงครึ่งนะพรุ่งนี้
audios/2017/F0000000007_0062.wav,อย่าลืมปลุกตอนสิบโมงครึ่งนะ
audios/2017/F0000000007_0063.wav,ช่วยตั้งปลุกตอนสิบโมงครึ่งหน่อยนะ
audios/2017/F0000000007_0064.wav,ปลุกสิบโมงครึ่งนะ
audios/2017/F0000000007_0065.wav,พรุ่งนี้ปลุกเราเที่ยงนะ
audios/2017/F0000000007_0066.wav,พรุ่งนี้เราต้องตื่นเที่ยงนะ
audios/2017/F0000000007_0067.wav,ตื่นเที่ยงนะพรุ่งนี้
audios/2017/F0000000007_0068.wav,ฉันตื่นเที่ยงนะพรุ่งนี้
audios/2017/F0000000007_0069.wav,อย่าลืมปลุกตอนเที่ยงนะ
audios/2017/F0000000007_0070.wav,ช่วยตั้งปลุกตอนเที่ยงหน่อยนะ
audios/2017/F0000000007_0071.wav,ปลุกเที่ยงนะ
audios/2017/F0000000007_0072.wav,อีกสิบชั่วโมงค่อยปลุกนะ
audios/2017/F0000000007_0073.wav,อีกห้านาทีค่อยปลุกนะ
audios/2017/F0000000007_0074.wav,ปลุกทุกวันตอนหกโมงเช้านะ
audios/2017/F0000000007_0075.wav,ปลุกทุกวันจันทร์พุธศุกร์ตอนสิบโมงนะ
audios/2017/F0000000007_0076.wav,ปลุกทุกวันที่ทำงานตอนเจ็ดโมงนะ
audios/2017/F0000000007_0077.wav,ปลุกวันหยุดนี้ตอนสิบเอ็ดโมงนะ
audios/2017/F0000000007_0078.wav,ตื่นกี่โมงดี
audios/2017/F0000000007_0079.wav,ตื่นตอนไหนดี
audios/2017/F0000000007_0080.wav,อยากตื่นเช้าเช้าอะกี่โมงดี
audios/2017/F0000000007_0081.wav,พรุ่งนี้ตื่นได้ช้าสุดกี่โมงเหรอ
audios/2017/F0000000007_0082.wav,พรุ่งนี้ตื่นกี่โมงดีอยากสระผมซักชั่วโมงนึง
audios/2017/F0000000007_0083.wav,พรุ่งนี้ตื่นกี่โมงดีอยากฟังเพลงก่อนซักสิบนาที
audios/2017/F0000000007_0084.wav,อยากตื่นมาอ่านหนังสือสองชั่วโมงอะตื่นกี่โมงดี
audios/2017/F0000000007_0085.wav,ตอนนี้กี่โมงแล้ว
audios/2017/F0000000007_0086.wav,กี่โมงแล้ว
audios/2017/F0000000007_0087.wav,อีกกี่นาทีแปดโมง
audios/2017/F0000000007_0088.wav,อีกนานไหมกว่าจะแปดโมง
audios/2017/F0000000007_0089.wav,อีกกี่นาทีแปดโมงครึ่ง
audios/2017/F0000000007_0090.wav,อีกกี่นาทีเที่ยง
audios/2017/F0000000007_0091.wav,อีกนานไหมกว่าจะเที่ยง
audios/2017/F0000000007_0092.wav,เที่ยงนี้อีกกี่นาที
audios/2017/F0000000007_0093.wav,อีกนานไหมกว่าจะแปดโมงครึ่ง
audios/2017/F0000000007_0094.wav,อีกสิบนาทีกี่โมง
audios/2017/F0000000007_0095.wav,อีกครึ่งชั่วโมงกี่โมง
audios/2017/F0000000007_0096.wav,ตื่นแล้ว
audios/2017/F0000000007_0097.wav,ไปอาบน้ำแล้วเนี่ย
audios/2017/F0000000007_0098.wav,ตื่นแล้วเฟ้ย
audios/2017/F0000000007_0099.wav,ลุกแล้วนะ
audios/2017/F0000000007_0100.wav,ตื่นแล้วเงียบได้แล้ว
audios/2017/F0000000007_0101.wav,ตื่นแล้วเนี่ย
audios/2017/F0000000007_0102.wav,อาบน้ำเสร็จแล้วจะออกจากบ้านแล้ว
audios/2017/F0000000008_0000.wav,โกวาจี
audios/2017/F0000000008_0001.wav,โกวาจีวันนี้ต้องทำอะไรบ้าง
audios/2017/F0000000008_0002.wav,วันนี้ต้องทำอะไรบ้าง
audios/2017/F0000000008_0003.wav,งานเยอะไหมวันนี้
audios/2017/F0000000008_0004.wav,วันนี้มีอะไรต้องทำบ้าง
audios/2017/F0000000008_0005.wav,บอกงานวันนี้หน่อย
audios/2017/F0000000008_0006.wav,วันนี้มีอะไรต้องสะสางบ้าง
audios/2017/F0000000008_0007.wav,วันนี้มีทำงานไรบ้าง
audios/2017/F0000000008_0008.wav,นอนต่อได้มั้ย
audios/2017/F0000000008_0009.wav,ง่วงจัง
audios/2017/F0000000008_0010.wav,ขออีกห้านาที
audios/2017/F0000000008_0011.wav,นอนต่ออีกห้านาที
audios/2017/F0000000008_0012.wav,อีกห้านาทีละกัน
audios/2017/F0000000008_0013.wav,อีกห้านาทีได้ไหม
audios/2017/F0000000008_0014.wav,อีกห้านาทีนะ
audios/2017/F0000000008_0015.wav,ขอนอนอีกห้านาทีนะ
audios/2017/F0000000008_0016.wav,อยากนอนต่ออีกห้านาทีอะ
audios/2017/F0000000008_0017.wav,ขออีกครึ่งชั่วโมง
audios/2017/F0000000008_0018.wav,นอนต่ออีกครึ่งชั่วโมง
audios/2017/F0000000008_0019.wav,อีกครึ่งชั่วโมงละกัน
audios/2017/F0000000008_0020.wav,อีกครึ่งชั่วโมงได้ไหม
audios/2017/F0000000008_0021.wav,อีกครึ่งชั่วโมงนะ
audios/2017/F0000000008_0022.wav,ขอนอนอีกครึ่งชั่วโมงนะ
audios/2017/F0000000008_0023.wav,อยากนอนต่ออีกครึ่งชั่วโมงอะ
audios/2017/F0000000008_0024.wav,ขออีกชั่วโมงนึงนะ
audios/2017/F0000000008_0025.wav,นอนต่ออีกชั่วโมงนึง
audios/2017/F0000000008_0026.wav,อีกชั่วโมงนึงละกัน
audios/2017/F0000000008_0027.wav,อีกชั่วโมงนึงได้ไหม
audios/2017/F0000000008_0028.wav,อีกชั่วโมงนึงนะ
audios/2017/F0000000008_0029.wav,ขอนอนอีกชั่วโมงนึงนะ
audios/2017/F0000000008_0030.wav,อยากนอนต่ออีกชั่วโมงนึงอะ
audios/2017/F0000000008_0031.wav,ไม่อยากตื่นเลยอะ
audios/2017/F0000000008_0032.wav,นอนต่ออีกหน่อยนะ
audios/2017/F0000000008_0033.wav,ขออีกแปปนึง
audios/2017/F0000000008_0034.wav,อยากนอนต่ออะ
audios/2017/F0000000008_0035.wav,เมื่อคืนนอนไม่หลับอะ
audios/2017/F0000000008_0036.wav,วันนี้ไม่รีบอีกชั่วโมงนะ
audios/2017/F0000000008_0037.wav,นอนต่อได้ไหมไม่สระผมแล้ว
audios/2017/F0000000008_0038.wav,ขี้เกียจสระผมแล้วนอนต่อนะ
audios/2017/F0000000008_0039.wav,วันนี้นอนได้ถึงกี่โมง
audios/2017/F0000000008_0040.wav,เลื่อนไปได้ถึงกี่โมง
audios/2017/F0000000008_0041.wav,ตื่นช้าสุดได้กี่โมง
audios/2017/F0000000008_0042.wav,อยากนอนต่อเยอะเยอะตื่นกี่โมงดี
audios/2017/F0000000008_0043.wav,คุยแบบเป็นกันเองก็ได้
audios/2017/F0000000008_0044.wav,คุยแบบเพื่อนกันก็ได้
audios/2017/F0000000008_0045.wav,เป็นเพื่อนเหรอคุยดีดีหน่อย
audios/2017/F0000000008_0046.wav,คุยแบบสุภาพหน่อยนะ
audios/2017/F0000000008_0047.wav,สุภาพหน่อย
audios/2017/F0000000008_0048.wav,เป็นกันเองหน่อย
audios/2017/F0000000008_0049.wav,ไม่ต้องสุภาพก็ได้นะ
audios/2017/F0000000008_0050.wav,ไม่ต้องเป็นกันเองขนาดนั้นก็ได้
audios/2017/F0000000008_0051.wav,พรุ่งนี้ปลุกเราหกโมงนะ
audios/2017/F0000000008_0052.wav,พรุ่งนี้เราต้องตื่นหกโมงนะ
audios/2017/F0000000008_0053.wav,ตื่นหกโมงนะพรุ่งนี้
audios/2017/F0000000008_0054.wav,ฉันตื่นหกโมงนะพรุ่งนี้
audios/2017/F0000000008_0055.wav,อย่าลืมปลุกตอนหกโมงนะ
audios/2017/F0000000008_0056.wav,ช่วยตั้งปลุกตอนหกโมงหน่อยนะ
audios/2017/F0000000008_0058.wav,พรุ่งนี้ปลุกเราสิบโมงครึ่งนะ
audios/2017/F0000000008_0059.wav,พรุ่งนี้เราต้องตื่นสิบโมงครึ่งนะ
audios/2017/F0000000008_0060.wav,ตื่นสิบโมงครึ่งนะพรุ่งนี้
audios/2017/F0000000008_0061.wav,ฉันตื่นสิบโมงครึ่งนะพรุ่งนี้
audios/2017/F0000000008_0062.wav,อย่าลืมปลุกตอนสิบโมงครึ่งนะ
audios/2017/F0000000008_0063.wav,ช่วยตั้งปลุกตอนสิบโมงครึ่งหน่อยนะ
audios/2017/F0000000008_0064.wav,ปลุกสิบโมงครึ่งนะ
audios/2017/F0000000008_0065.wav,พรุ่งนี้ปลุกเราเที่ยงนะ
audios/2017/F0000000008_0066.wav,พรุ่งนี้เราต้องตื่นเที่ยงนะ
audios/2017/F0000000008_0067.wav,ตื่นเที่ยงนะพรุ่งนี้
audios/2017/F0000000008_0068.wav,ฉันตื่นเที่ยงนะพรุ่งนี้
audios/2017/F0000000008_0069.wav,อย่าลืมปลุกตอนเที่ยงนะ
audios/2017/F0000000008_0070.wav,ช่วยตั้งปลุกตอนเที่ยงหน่อยนะ
audios/2017/F0000000008_0071.wav,ปลุกเที่ยงนะ
audios/2017/F0000000008_0072.wav,อีกสิบชั่วโมงค่อยปลุกนะ
audios/2017/F0000000008_0073.wav,อีกห้านาทีค่อยปลุกนะ
audios/2017/F0000000008_0074.wav,ปลุกทุกวันตอนหกโมงเช้านะ
audios/2017/F0000000008_0075.wav,ปลุกทุกวันจันทร์พุธศุกร์ตอนสิบโมงนะ
audios/2017/F0000000008_0076.wav,ปลุกทุกวันที่ทำงานตอนเจ็ดโมงนะ
audios/2017/F0000000008_0077.wav,ปลุกวันหยุดนี้ตอนสิบเอ็ดโมงนะ
audios/2017/F0000000008_0078.wav,ตื่นกี่โมงดี
audios/2017/F0000000008_0079.wav,ตื่นตอนไหนดี
audios/2017/F0000000008_0080.wav,อยากตื่นเช้าเช้าอะกี่โมงดี
audios/2017/F0000000008_0081.wav,พรุ่งนี้ตื่นได้ช้าสุดกี่โมงเหรอ
audios/2017/F0000000008_0082.wav,พรุ่งนี้ตื่นกี่โมงดีอยากสระผมซักชั่วโมงนึง
audios/2017/F0000000008_0083.wav,พรุ่งนี้ตื่นกี่โมงดีอยากฟังเพลงก่อนซักสิบนาที
audios/2017/F0000000008_0084.wav,อยากตื่นมาอ่านหนังสือสองชั่วโมงอะตื่นกี่โมงดี
audios/2017/F0000000008_0085.wav,ตอนนี้กี่โมงแล้ว
audios/2017/F0000000008_0086.wav,กี่โมงแล้ว
audios/2017/F0000000008_0087.wav,อีกกี่นาทีแปดโมง
audios/2017/F0000000008_0088.wav,อีกนานไหมกว่าจะแปดโมง
audios/2017/F0000000008_0089.wav,อีกกี่นาทีแปดโมงครึ่ง
audios/2017/F0000000008_0090.wav,อีกกี่นาทีเที่ยง
audios/2017/F0000000008_0091.wav,อีกนานไหมกว่าจะเที่ยง
audios/2017/F0000000008_0092.wav,เที่ยงนี้อีกกี่นาที
audios/2017/F0000000008_0093.wav,อีกนานไหมกว่าจะแปดโมงครึ่ง
audios/2017/F0000000008_0094.wav,อีกสิบนาทีกี่โมง
audios/2017/F0000000008_0095.wav,อีกครึ่งชั่วโมงกี่โมง
audios/2017/F0000000008_0096.wav,ตื่นแล้ว
audios/2017/F0000000008_0097.wav,ไปอาบน้ำแล้วเนี่ย
audios/2017/F0000000008_0098.wav,ตื่นแล้วเฟ้ย
audios/2017/F0000000008_0099.wav,ลุกแล้วนะ
audios/2017/F0000000008_0100.wav,ตื่นแล้วเงียบได้แล้ว
audios/2017/F0000000008_0101.wav,ตื่นแล้วเนี่ย
audios/2017/F0000000008_0102.wav,อาบน้ำเสร็จแล้วจะออกจากบ้านแล้ว
audios/2018/F0000000009_0000.wav,โกวาจี
audios/2018/F0000000009_0001.wav,โกวาจีกะเพราไก่ทำยังไง
audios/2018/F0000000009_0002.wav,ข้าวผัดกุ้งทำยังไง
audios/2018/F0000000009_0003.wav,ไข่กระจายทำยังไง
audios/2018/F0000000009_0004.wav,ต้มยำกุ้งทำยังไง
audios/2018/F0000000009_0005.wav,ปลาหมึกผัดไข่เค็มทำยังไง
audios/2018/F0000000009_0006.wav,กะเพราไก่ใช้เวลาทำประมาณเท่าไหร่
audios/2018/F0000000009_0007.wav,ข้าวผัดกุ้งใช้เวลาทำประมาณเท่าไหร่
audios/2018/F0000000009_0008.wav,ไข่กระจายใช้เวลาทำประมาณเท่าไหร่
audios/2018/F0000000009_0009.wav,ต้มยำกุ้งใช้เวลาทำประมาณเท่าไหร่
audios/2018/F0000000009_0010.wav,ปลาหมึกผัดไข่เค็มใช้เวลาทำประมาณเท่าไหร่
audios/2018/F0000000009_0011.wav,กะเพราไก่มีส่วนผสมอะไรบ้าง
audios/2018/F0000000009_0012.wav,ข้าวผัดกุ้งมีส่วนผสมอะไรบ้าง
audios/2018/F0000000009_0013.wav,ไข่กระจายมีส่วนผสมอะไรบ้าง
audios/2018/F0000000009_0014.wav,ต้มยำกุ้งมีส่วนผสมอะไรบ้าง
audios/2018/F0000000009_0015.wav,ปลาหมึกผัดไข่เค็มมีส่วนผสมอะไรบ้าง
audios/2018/F0000000009_0016.wav,กะเพราไก่ทำยากไหม
audios/2018/F0000000009_0017.wav,ข้าวผัดกุ้งทำยากไหม
